target,temperature,PSI,flow_rate_lfm,geophone,accelerometer
normal,212.113852,3247.018259,63.39099674,0.547363523,5.159090478
normal,207.838734,3277.049958,62.92105677,0.503156006,8.199757201
normal,219.9698794,3265.931327,71.12768728,0.523724117,8.951505777
normal,213.7457512,3259.787873,66.75476579,0.595907596,9.348605589
normal,221.9231009,3270.289681,69.62966057,0.558433818,7.489155586
normal,216.0587983,3282.045411,70.64104432,0.551381431,7.974062865
normal,207.9172317,3235.513728,67.49432919,0.59444094,7.328228261
normal,213.2964712,3245.499875,67.24297512,0.51246117,7.788111271
normal,206.2079384,3249.579386,69.27577302,0.592272727,7.472113933
normal,216.1769721,3220.409865,67.33368013,0.534116725,6.0856249
normal,220.1071257,3268.705706,66.56687096,0.55639556,8.706632426
normal,216.062763,3257.757715,68.42720624,0.63987199,8.261713575
normal,217.7598842,3273.130858,70.32805468,0.560218182,7.840926367
normal,215.5112422,3254.580096,68.67530227,0.562478494,7.575752206
normal,215.0482193,3249.210197,68.78112015,0.308533082,8.689892376
normal,209.9498701,3233.902262,70.53132454,0.554615267,6.296258177
normal,215.8587629,3271.914313,62.1583614,0.605011575,7.077522434
danger,216.4028682,3318.145132,67.50578169,0.591178491,7.757111815
danger,226.7503552,3286.414168,74.84135599,0.582537239,7.176003488
danger,221.7773405,3336.708021,71.08539318,0.488564152,6.631808383
danger,228.3986561,3351.257487,73.79880663,0.440986701,8.334228998
danger,220.1075048,3297.87046,67.99283288,0.564465122,6.215320986
danger,198.1604231,3300.674113,71.91054888,0.569369837,7.809122768
danger,213.088626,3300.258371,71.55131801,0.582590756,7.521388578
danger,215.2595845,3309.07849,73.14278508,0.438261269,7.238895297
danger,214.2477946,3331.518497,69.18379047,0.544857261,7.267483714
danger,197.4558107,3320.529181,74.68339717,0.607438634,7.784997223
danger,201.8512441,3325.754607,72.16588313,0.607576912,7.544563621
danger,194.881941,3340.539432,70.34860468,0.622499048,8.085680303
danger,203.2752762,3335.737176,75.43281861,0.463630602,7.221916795
danger,201.7848574,3357.419502,75.28986804,0.57637242,7.453291046
danger,206.2280898,3360.562922,68.60807245,0.600150709,7.060920026
danger,198.5475569,3339.069331,71.53088577,0.654724587,6.739915809
danger,208.3727817,3329.518485,73.11104365,0.408507999,7.773775037
danger,204.2566324,3336.692956,68.68062605,0.623547517,8.293223517
danger,220.0565121,3350.342515,75.6742144,0.557763464,7.469077841
danger,221.7362003,3347.344651,70.18959418,0.520137213,7.001891172
danger,210.4275539,3349.667277,72.66309643,0.572778394,5.248193746
danger,220.8629133,3355.93945,73.94832606,0.527887036,8.37357383
danger,204.6975765,3359.610413,69.43058207,0.442210978,7.801439807
danger,209.7106519,3353.393302,69.10128729,0.605019218,9.637283971
danger,210.2943932,3333.999593,72.80455057,0.585949072,10.48974487
danger,223.3211145,3339.229027,68.63649198,0.488834709,5.907235917
danger,206.5686296,3357.013384,75.56025242,0.700144231,8.486352291
danger,211.9869941,3357.386069,72.18940392,0.485962476,9.204124239
danger,208.9354204,3341.611856,73.04442749,0.519926267,7.911120125
danger,215.8870411,3337.779966,70.94127037,0.624878994,7.765703675
danger,218.6510433,3369.07395,75.55401276,0.469286737,7.50578825
danger,225.7945771,3360.455981,68.40058301,0.654902602,8.47064424
danger,221.6958115,3354.816357,71.73057342,0.434548103,7.405967503
danger,218.1667868,3372.361276,71.25863411,0.509896125,9.471098389
danger,210.8780059,3367.876611,68.51368368,0.593515707,8.370367217
danger,215.6841776,3361.566318,70.45946082,0.436219127,7.459374235
danger,223.1835015,3367.099119,72.35767759,0.564136914,7.918257609
danger,210.4743005,3365.742364,69.33192471,0.467688949,9.103458651
danger,222.3224512,3360.061939,73.85365047,0.548898546,9.540272091
danger,213.7768871,3378.90208,68.77100932,0.499336868,9.022120435
danger,208.1150162,3377.318385,70.09852876,0.523102644,7.934974142
danger,216.0528196,3376.555103,75.67055602,0.573497068,8.501231776
danger,232.0683913,3366.196831,71.80333668,0.566938361,7.148705339
danger,211.3398155,3386.116723,73.29620314,0.495138869,6.932760605
danger,219.3520703,3353.208674,68.78042099,0.456133091,5.829239873
danger,219.8120466,3384.11684,68.83289131,0.615842249,7.319727438
danger,231.3324439,3378.84665,74.38713685,0.5891728,7.218682802
danger,230.9219968,3376.022537,74.25207125,0.48073941,9.903598549
danger,224.0068744,3390.113029,75.40596327,0.58732781,9.789345917
danger,209.4974916,3379.595974,68.10118008,0.486542392,9.354413803
danger,219.8208343,3355.052118,68.81377509,0.554085251,7.90719996
danger,210.0662782,3360.185191,68.6654325,0.576083972,8.522117602
danger,230.2651103,3363.969297,74.05437747,0.653071238,6.70884277
danger,229.064557,3354.580656,74.4614171,0.600994192,8.49475244
danger,222.3009077,3392.740531,71.88859044,0.596959868,9.151835589
danger,210.852213,3368.439434,69.49194653,0.640119631,5.647801721
danger,233.919986,3389.991394,69.78826507,0.520787201,9.034198163
danger,233.8401194,3369.613479,72.17362827,0.415667147,6.584479367
danger,213.6630314,3384.450435,75.48365145,0.521098795,8.06343996
danger,218.9538708,3361.702339,69.25542905,0.676109119,9.092869218
danger,216.9054256,3386.928635,70.39073808,0.669072205,7.958991744
danger,229.0951154,3378.916024,68.95244566,0.573818201,7.972819829
danger,211.8752459,3360.585291,72.0261281,0.460446397,6.280733021
danger,225.2753319,3365.695585,73.31938634,0.462218072,9.24723607
danger,221.1867691,3371.752309,76.06620764,0.654106199,8.425710537
danger,226.8981605,3373.051977,68.24622,0.531093168,7.677832189
danger,216.843948,3384.356046,73.19415903,0.543710608,6.882848165
danger,213.7058568,3383.412124,72.54415343,0.555352186,7.573319017
danger,217.1112064,3373.567327,75.09927041,0.470907845,7.580270785
danger,212.1528754,3369.302222,69.30824241,0.548340634,7.041353522
danger,229.1238875,3392.235308,70.50350015,0.644863609,8.380367568
danger,226.0980492,3384.206808,69.94358519,0.559895955,8.180395015
danger,228.2676027,3374.34817,73.34944163,0.63010676,8.777265689
danger,222.4975896,3386.120133,74.29427976,0.573293196,5.669484848
danger,228.6708274,3399.050896,70.48595895,0.665305897,8.674886064
danger,213.6866635,3391.705848,72.95957267,0.586577025,8.415170757
danger,225.7227492,3370.937044,69.42920189,0.374827546,7.718469334
danger,222.6150148,3376.525173,74.6379122,0.591899157,7.81310098
danger,218.9692497,3376.926274,72.4224341,0.543849366,7.10288729
danger,228.9428188,3364.549625,72.79961938,0.456391301,8.327031362
danger,231.1405175,3362.736617,74.00122331,0.493506788,10.34906948
danger,216.5651874,3398.853939,68.6822777,0.5637814,7.199379997
danger,221.4794855,3397.761292,69.85827732,0.552197583,8.130006852
danger,221.2954039,3382.21112,73.66769315,0.61330508,9.812915413
danger,217.3183758,3378.290929,72.69688941,0.414801266,6.566806527
danger,231.3317245,3381.384465,75.13021534,0.670577519,8.617233332
danger,222.1118546,3387.005365,73.16465623,0.572194059,8.393618483
danger,224.6173468,3375.820363,75.68047792,0.540653255,5.873567046
danger,221.0467685,3385.943859,71.2507209,0.639997622,6.548246701
danger,229.542792,3373.782597,73.01734489,0.480144653,7.567355789
danger,236.2378089,3377.225683,70.09636846,0.591882342,8.117571678
danger,232.0245836,3365.620052,70.15431203,0.567880178,6.447373282
danger,227.6092214,3384.083034,73.17896433,0.648796598,11.74928
danger,221.0323352,3397.434513,70.61107369,0.474486196,7.739346496
danger,220.658403,3392.940333,74.81331123,0.598003854,7.258921259
danger,232.3654407,3402.333677,68.82042017,0.645384182,6.40078131
danger,237.775057,3386.443288,68.46658543,0.624645912,6.949116564
danger,217.7323232,3369.362561,72.05814716,0.587352653,8.319254053
danger,234.0003494,3392.22176,70.81296866,0.518860808,9.86258333
danger,233.2310996,3378.034826,70.65906727,0.457779877,9.706651593
danger,223.2055493,3396.509455,69.19524909,0.565683793,8.105935221
danger,235.2823482,3378.681288,75.3308239,0.564796635,7.160648854
danger,240.5009365,3400.676761,74.78522794,0.552172147,7.838336257
danger,221.2957377,3375.3176,69.33727854,0.501972845,8.522322827
danger,224.2926082,3370.016603,71.75487262,0.600724669,8.638401013
danger,238.2983379,3392.758808,74.0615345,0.711305397,5.581865766
danger,229.917617,3382.227448,69.85240025,0.432006277,8.012091421
danger,230.9622541,3394.148266,70.38427447,0.598769086,6.987347119
danger,225.1131213,3400.183259,71.58517558,0.753712758,7.496208415
danger,237.3123398,3395.44048,70.81052009,0.574307289,7.211225168
danger,222.2222132,3401.135536,76.03421063,0.56805192,9.818494639
danger,229.7563936,3400.733215,76.17772536,0.661805172,7.440144446
danger,218.8635949,3390.832607,72.9673733,0.526559313,7.721015991
danger,235.4770307,3399.73959,68.81306479,0.498737438,7.674034741
danger,238.2012123,3392.329715,73.42070963,0.480958683,6.981295589
danger,229.468361,3391.622618,72.56600358,0.656473979,5.672750955
danger,232.5666326,3410.402537,74.83471729,0.570725908,7.226557099
danger,223.8197666,3397.087532,72.55002095,0.580133958,8.753151249
danger,236.633587,3410.472564,69.56843906,0.554351718,7.415452815
danger,230.8369753,3411.331797,69.97021142,0.514560455,6.983263238
danger,225.0565355,3395.883985,72.25261523,0.67887237,8.510931808
danger,240.7114977,3399.262943,76.48513553,0.498631823,6.622871099
danger,238.4691684,3407.879664,75.44821653,0.580165902,8.240303453
danger,223.9585503,3385.108751,71.77015795,0.536737934,8.492905343
danger,238.6010843,3410.226032,76.38473323,0.591716443,6.076430949
danger,231.8954064,3387.883382,75.0367864,0.423782029,7.407699156
danger,238.4794356,3399.306314,75.85347178,0.629643579,7.810957129
danger,234.3008965,3391.818488,72.19182682,0.473068431,7.644668874
danger,238.5432072,3407.700354,68.86242082,0.685492119,8.066284235
danger,239.9765117,3380.464672,71.90590593,0.721334221,9.240286175
danger,235.4476053,3379.189201,71.609892,0.722421691,8.267064875
danger,227.4922492,3378.465825,70.47516495,0.358179166,10.2821621
danger,228.6749723,3409.556662,72.91947386,0.41921276,7.461953874
danger,238.1323946,3384.944572,75.97732116,0.543752527,9.078600319
danger,243.0095411,3384.698454,76.26033691,0.627342417,7.857912865
danger,234.234104,3378.112793,73.63266873,0.616612324,6.595146713
danger,224.7865835,3410.897731,75.81673513,0.504690438,7.402043305
danger,240.9203618,3402.214038,69.4619622,0.548834682,7.609676967
danger,223.9531487,3387.240168,74.5044322,0.518654853,7.599288702
danger,229.0307658,3408.6584,74.627122,0.607531969,7.80528572
danger,243.178937,3410.270413,74.91331672,0.546377676,7.679730159
danger,220.8799183,3410.781298,70.31215001,0.571494219,6.626004492
danger,232.5060231,3419.720083,71.64974812,0.533841734,8.096884282
danger,226.5915277,3409.507024,69.60441563,0.67709291,7.297731908
danger,240.53487,3401.908657,71.02490806,0.565997824,8.6427963
danger,223.900247,3403.906582,71.80937872,0.553366626,6.614616026
danger,227.7167524,3406.965336,71.89253872,0.635018677,8.708732954
danger,241.6707078,3395.592957,71.13832594,0.538720803,5.768452154
danger,228.2827388,3392.171587,73.91062221,0.559396036,7.895751155
danger,238.9165433,3381.753644,73.16977733,0.661571566,10.70464321
danger,223.8448843,3390.620131,76.22652429,0.578518186,7.85031198
danger,233.3274996,3385.308721,73.9396683,0.463940832,8.42636716
danger,222.1497975,3417.461892,70.98336283,0.403210793,5.252992658
danger,227.7193865,3421.935975,74.86312067,0.598457757,9.95002326
danger,238.6928574,3418.599314,74.9727025,0.463034874,7.919484732
danger,244.2267513,3385.031309,72.17016645,0.576149666,9.794904802
danger,230.4719246,3407.635989,74.4647762,0.576875249,6.768695966
danger,237.9011549,3400.165225,72.02426512,0.549280766,6.618653757
danger,236.9349712,3392.449384,74.12643198,0.591964025,8.748940623
danger,245.7217983,3418.209811,72.76598989,0.583610693,6.959700793
danger,243.0283501,3408.630029,74.6043775,0.614761101,7.870432834
danger,239.1390634,3386.479258,70.68487403,0.578966289,7.722897113
danger,238.3132739,3406.817729,71.97185424,0.48217683,8.593759518
danger,239.2459814,3415.421595,76.75377732,0.509327921,8.153128608
danger,237.4239742,3415.222328,69.75351552,0.517188339,6.974559014
danger,227.3871768,3415.660066,75.47193445,0.52214162,7.688453217
danger,244.9248035,3425.154215,72.02888073,0.38877391,7.531532752
danger,238.7866995,3405.397958,74.43313487,0.531287257,7.386770207
danger,224.3147176,3394.922342,75.70225151,0.574489579,8.617968577
danger,234.5390534,3428.314404,75.84543269,0.562964343,7.520063328
danger,234.9179492,3406.313078,71.01177239,0.569335652,8.365664086
danger,244.5403059,3403.036343,76.63631987,0.568763407,9.646818424
danger,234.6207834,3408.447243,72.11655688,0.560457158,7.972247033
danger,230.5195939,3429.803941,73.9556855,0.682619715,6.097209883
danger,235.4150941,3397.428731,69.97996273,0.528929574,5.612817787
danger,226.2402428,3405.061318,74.76574358,0.631469199,8.495373973
danger,244.0244407,3405.264512,76.11276998,0.617092118,7.74987919
danger,230.9833849,3430.048564,76.93132525,0.482265343,8.075239304
danger,246.8432754,3414.409347,73.59508097,0.431596218,8.540452263
danger,237.2788073,3405.063471,71.68992726,0.624707768,8.809931392
danger,230.1571304,3417.935064,71.10677269,0.5333963,7.666090689
danger,247.9969874,3403.805523,72.49385459,0.531282626,6.649793695
danger,241.6581051,3414.359481,76.18699762,0.579055938,6.999097166
danger,243.1744735,3421.345662,69.49243917,0.51342892,8.727268144
danger,246.9871534,3411.707771,69.49022156,0.635436514,7.087547334
danger,238.7700565,3422.521368,71.90471163,0.487941943,6.391035599
danger,246.3610698,3407.34081,75.69528794,0.402274895,9.274698306
danger,235.9723757,3408.726586,70.67276959,0.56174885,6.00369264
danger,231.8301716,3438.327275,76.70122777,0.645707686,6.920889881
danger,239.852065,3410.980201,73.02729334,0.550825368,7.200952828
danger,232.6002893,3400.870595,70.96449787,0.673689705,8.518817823
danger,241.274289,3437.376302,71.53234248,0.556525255,8.070421282
danger,242.401918,3404.416953,71.94860744,0.54653132,8.060253249
danger,238.2998442,3401.668655,77.06508655,0.618471477,6.897267628
danger,239.6260054,3439.607891,77.2914566,0.639266274,6.921681533
danger,247.06397,3433.200604,76.84044467,0.602988352,7.166808264
danger,246.9480512,3408.372088,73.70743206,0.577514657,5.875769559
danger,237.9622885,3441.242237,76.55258231,0.535249018,8.115302665
danger,235.7950097,3412.098955,75.09918838,0.65696935,8.32405241
danger,234.4226853,3432.386909,72.25746384,0.650713224,9.105534434
danger,233.0568113,3412.563245,69.68640876,0.46500592,8.00407746
danger,231.3323709,3422.258498,70.50715801,0.547325596,5.308925011
danger,246.4739771,3435.755438,77.27514675,0.487131804,9.457847064
danger,247.7334842,3431.425183,77.33971918,0.544682774,6.726268461
danger,229.9814572,3418.816921,76.94668749,0.566790876,7.966393493
danger,233.6287644,3436.51756,77.45000281,0.536830528,8.643321797
danger,237.0162241,3443.655334,72.71943403,0.655246177,7.202046901
danger,227.9278527,3424.435224,74.51570046,0.65453568,7.06505476
danger,231.0066436,3429.277846,73.29613972,0.431746979,7.437916504
danger,245.9462914,3433.321932,74.80795132,0.596290175,9.049481484
danger,250.1375963,3422.106254,76.64848427,0.647470296,9.210986138
danger,228.9972303,3435.043088,71.99255998,0.556527305,6.277202342
danger,230.5264263,3437.635436,76.26552308,0.535381135,8.303602947
danger,249.4506426,3420.547941,71.46690187,0.488330811,9.256122606
danger,243.5714356,3428.106339,73.19700135,0.480338989,7.404513271
danger,239.7203596,3419.697263,69.80042435,0.596951518,6.76281919
danger,229.9242419,3416.668538,74.22888287,0.474886179,5.029346755
danger,246.4314888,3441.771045,76.6926162,0.606673063,7.577759947
danger,236.3462898,3449.689202,71.23190378,0.480865881,8.161214527
danger,250.7729285,3418.958448,72.32099481,0.507676093,7.944854012
danger,238.2683205,3446.021822,72.93866972,0.502967803,7.04226265
danger,233.0868017,3433.732155,69.86891906,0.514500666,8.210097826
danger,230.1331119,3448.75251,73.51447215,0.57692928,7.845701698
danger,240.5214616,3428.588994,74.14139246,0.569844395,7.360626333
danger,250.2649956,3419.017003,71.32176738,0.585377229,8.367379599
danger,241.1222315,3450.790984,71.45297148,0.514730929,5.529522781
danger,234.6439665,3440.509808,74.22889658,0.528405467,8.872993313
danger,239.6480765,3444.130438,74.59201412,0.401556804,8.01334924
danger,237.4327711,3421.542191,72.38569297,0.51939421,7.394158733
danger,234.7634139,3427.699334,70.60804908,0.62187145,8.799899733
danger,256.7433767,3459.520652,69.69531774,0.565142851,7.481133299
danger,253.9690312,3437.423907,77.48352117,0.659371822,8.40896616
danger,242.6174618,3453.543902,75.58886469,0.587745395,8.118855028
danger,236.5898257,3459.579258,70.35307737,0.536935989,6.724530657
danger,251.9369717,3437.020294,72.15902436,0.521461783,7.711618746
danger,248.6633711,3437.358439,72.82849024,0.492431554,7.577698882
danger,248.8408767,3436.30333,73.29195143,0.527960254,7.671124019
danger,253.5914525,3461.781298,70.94607336,0.441141877,7.253308578
danger,257.2010991,3443.156677,74.81054997,0.623041605,7.230397493
danger,257.8403451,3443.810479,76.54481414,0.542051019,6.9613256
danger,256.8824955,3453.805855,70.74350813,0.428351736,8.394838947
danger,252.9144315,3471.944646,77.24176021,0.614841619,7.013522275
danger,256.1849769,3449.772804,71.79907962,0.617444736,8.325334527
danger,244.5529349,3444.167584,74.51348548,0.621627709,6.815396366
danger,263.1947828,3457.636642,72.31116064,0.645428922,10.15172591
danger,251.4165057,3463.954078,71.62510166,0.671731176,7.162848651
danger,242.035361,3460.099444,69.99351114,0.591252593,5.769134467
danger,254.6697975,3477.505061,70.10704786,0.549627529,7.121738795
danger,259.1329986,3464.754286,75.71947916,0.682094896,8.830201386
danger,247.7565016,3484.355595,76.64474025,0.505483961,6.698034379
danger,252.898165,3472.563687,74.44091307,0.561338492,7.209670333
normal,212.928998,3267.236054,73.39948806,0.467465038,7.843508174
normal,217.4143206,3284.8642,68.40811138,0.501872958,8.513236718
normal,216.1610223,3221.997333,64.51986106,0.521929843,8.818404333
normal,207.0767729,3262.397422,67.52527838,0.530590897,5.891256063
normal,220.5868301,3287.66381,67.73712229,0.395004978,8.638065863
normal,210.0147971,3248.07142,66.65406239,0.612970239,7.8658606
normal,214.9124865,3243.064538,65.11408598,0.513846392,8.530416328
normal,217.4657697,3189.099339,65.62890195,0.422730194,8.234296987
normal,218.1548533,3251.778658,69.02423054,0.555463066,6.837676836
normal,217.2207063,3271.958728,68.69157714,0.555753496,8.949460645
normal,217.898717,3305.530092,65.88811831,0.52407365,7.472108347
normal,215.5234816,3252.384012,65.80505758,0.608313834,9.496074577
normal,215.1759304,3244.574566,65.99530406,0.452317815,7.372487233
normal,216.3781945,3250.226905,68.50125906,0.626390527,7.245631611
normal,210.4179657,3285.427192,69.88305589,0.47503385,6.814606602
normal,220.3193095,3222.257803,68.92428051,0.573272619,9.173952188
normal,211.3640069,3219.673317,67.30256418,0.5060782,7.174674516
normal,212.7211588,3200.915549,63.84274351,0.509314775,9.024183258
normal,213.9446442,3275.835787,69.86335088,0.460180122,8.72731148
normal,219.9966816,3238.197322,71.16906425,0.523991072,6.994034803
normal,218.3998772,3283.817738,68.59500472,0.593936251,8.013685652
normal,213.8509589,3251.329258,67.14858715,0.566205858,7.608414897
normal,217.2398633,3217.722369,71.93010524,0.585623004,6.25340287
normal,213.4179438,3239.902064,72.28308857,0.531942114,9.405428702
normal,204.5723113,3261.15665,63.30105992,0.549398482,8.441633533
normal,213.6437696,3258.703642,62.60447303,0.577207768,9.39562993
normal,207.9961606,3213.60754,64.29282375,0.576938122,7.640209718
normal,210.5545013,3233.246633,63.69862422,0.516328994,9.093415222
normal,216.9020889,3280.635299,68.27209276,0.568243212,7.542251154
normal,223.7064794,3291.177813,67.17408688,0.607859903,9.204415682
normal,215.549952,3209.752113,64.62183886,0.529213514,7.967129318
normal,227.8269787,3206.33089,67.00301929,0.521272893,7.615854535
normal,209.7458769,3243.355838,72.1451695,0.628379371,5.470905435
normal,218.4618099,3257.187676,66.5914596,0.617256601,7.569944402
normal,213.4282019,3272.082033,69.86606379,0.613810476,8.839432999
normal,210.3263268,3223.407582,68.17417334,0.505746058,7.918864529
normal,221.6283603,3263.516542,68.47817684,0.5322708,8.182981924
normal,219.2123607,3245.59595,71.09234584,0.480076289,6.397962273
normal,212.5356188,3303.033586,69.16108071,0.527840752,7.220525846
normal,219.6568144,3219.708991,67.74062001,0.552694091,8.248159684
normal,210.8981572,3211.973905,68.07779693,0.438127511,8.054673456
normal,212.5423195,3231.701711,71.65252475,0.605447195,5.241749205
normal,211.3190137,3274.668109,70.47637361,0.460935604,7.715847112
normal,214.5752676,3239.40902,69.10762692,0.625776328,7.323161743
normal,222.6928463,3298.44807,63.37957575,0.498223835,8.825408657
normal,212.0291957,3223.409293,67.33427541,0.45694734,6.942327556
normal,214.4352532,3203.599232,70.05884165,0.600630793,9.583244894
normal,216.211486,3242.652457,68.36636432,0.459984628,7.201845708
normal,216.7163498,3267.962239,67.80539905,0.471292787,7.455832236
normal,209.7363821,3207.890231,69.57745635,0.501322179,8.763927578
normal,211.7790009,3248.934835,65.50158863,0.633367673,6.601535827
normal,216.558393,3225.644248,68.2914119,0.749116795,8.50203061
normal,208.5160314,3202.363649,69.10690409,0.648433554,8.094484763
normal,218.2879102,3229.241322,67.98910544,0.471556928,7.128023486
normal,216.1712905,3282.867459,65.58463237,0.340329876,6.307093513
normal,206.2823431,3186.584672,66.19555081,0.619976462,6.476803063
normal,210.1530224,3314.888548,67.6147177,0.573227114,8.553899862
normal,217.232237,3243.30231,66.46228473,0.660250086,7.974735684
normal,202.761623,3295.56032,65.86319072,0.541904343,7.961157707
normal,222.9027597,3203.796619,73.00098297,0.56183905,7.211292695
normal,220.3308626,3155.938101,66.07361967,0.666430752,6.253140502
normal,215.2138481,3283.169683,65.92729257,0.480323332,5.677506315
normal,222.6062576,3239.498107,68.22021732,0.672956422,8.68279855
normal,219.4044485,3313.891952,66.20330097,0.58928636,9.952068783
normal,225.7819633,3265.327796,66.49324237,0.467802558,7.650072342
normal,212.4631942,3265.320464,68.76411901,0.596489242,8.979887816
normal,209.2351789,3267.735188,66.60635825,0.479116154,6.669860957
normal,214.8002116,3308.128592,67.39169425,0.562363817,6.547621837
normal,213.9996327,3277.033667,66.49965162,0.435993283,7.909527546
normal,219.5019331,3243.305591,74.05894999,0.411353866,7.918251147
normal,207.6753511,3213.780484,68.08108382,0.523348855,5.785201874
normal,217.1046913,3193.222285,68.38417756,0.646621378,7.655325814
normal,208.6687595,3262.10197,65.80451687,0.669859521,7.58888039
normal,208.2944793,3256.659455,65.99487609,0.508110533,6.318178703
normal,207.7405087,3290.085932,67.36020752,0.401807745,10.65576417
normal,214.3421841,3223.896304,71.51428841,0.614426595,8.00497094
normal,211.7675046,3164.565878,67.48043162,0.612323452,7.585883239
normal,212.1436876,3255.507428,70.3080757,0.409420831,8.949989757
normal,218.0051315,3267.437809,71.23697111,0.477459769,7.786108644
normal,213.3249638,3232.020066,65.91428067,0.44909434,7.189696711
normal,216.4422722,3224.995609,65.13425925,0.332996834,7.725309801
normal,219.105009,3240.441949,69.00903106,0.395408519,6.900103974
normal,214.6712154,3221.735267,64.43500703,0.483703525,7.293673898
normal,219.4405514,3257.646144,67.25209293,0.540422778,4.157296383
normal,215.6769353,3300.341896,70.37778122,0.523679061,8.781907324
normal,215.4560272,3283.484309,67.02626162,0.663150516,7.047902481
normal,214.6103031,3220.497716,70.85815949,0.501098645,7.202850664
normal,213.5644246,3306.206022,71.65764297,0.603400694,6.816529531
normal,209.6315984,3261.246885,69.04255013,0.452991984,9.317613913
normal,214.7740002,3231.31492,72.29969595,0.444786564,7.467839939
normal,212.7121907,3220.922502,65.44697242,0.533093477,8.119650447
normal,214.8884606,3179.222888,67.32704379,0.468855494,8.168749341
normal,214.8380089,3233.629277,69.47013247,0.49072217,8.678186534
normal,212.8958233,3289.669586,68.79752734,0.451189589,7.894076398
normal,209.6727724,3229.563384,67.8544254,0.502596783,7.582705263
normal,217.4237606,3255.858841,64.96327536,0.507081995,7.288306536
normal,221.1505403,3238.522508,70.57625529,0.53988464,6.704173612
normal,208.8141503,3317.521462,68.25459648,0.547281428,8.527384494
normal,219.1284648,3265.024102,68.84038917,0.53581164,7.540531551
normal,209.9465974,3305.292259,67.58810574,0.663669122,6.267577843
normal,210.9436606,3248.520058,68.52029603,0.657407832,7.501113119
normal,227.6375045,3261.158168,70.20702248,0.600954591,8.000420466
normal,211.4376936,3199.470238,67.91802992,0.564521698,7.045436333
normal,211.666647,3257.490701,64.24687823,0.327807054,7.52563563
normal,214.5657818,3272.618487,69.60036695,0.616880326,7.031071785
normal,217.8389193,3233.074625,68.97604059,0.539401954,5.612539635
normal,211.1425043,3243.430641,67.68667376,0.65099336,9.487160399
normal,217.2969213,3225.402116,71.4278284,0.57508429,8.515053027
normal,216.894789,3296.025292,69.41294879,0.657674117,8.051220295
normal,214.9073583,3241.626439,69.47744546,0.616950132,9.517874883
normal,216.8412264,3223.272148,62.13424348,0.540114396,8.306425187
normal,214.7875909,3212.736389,68.02862135,0.534875638,5.574536954
normal,223.0325827,3234.413997,68.09488326,0.474473414,8.851607045
normal,217.8750499,3235.546424,66.39233231,0.613634003,8.009363585
normal,217.4672298,3223.289271,62.98460586,0.533807526,5.386465868
normal,221.2082196,3224.009259,73.21864145,0.52326286,9.644400235
normal,219.8259355,3280.001836,65.8842406,0.548330506,9.221048646
normal,220.9567341,3211.393735,65.96654145,0.461931907,8.197683882
normal,212.2597928,3250.48473,67.79912775,0.446692699,9.261950914
normal,215.5371229,3259.309631,76.15084686,0.601741345,6.247297426
normal,206.4829092,3331.460561,65.30015048,0.486077343,8.084180137
normal,209.4958691,3246.244511,67.66356179,0.502652857,8.299481088
normal,224.5960211,3209.069225,65.91962175,0.686984378,8.105161779
normal,213.1226703,3269.030935,69.3931464,0.502277493,6.066455549
normal,224.6400456,3250.48424,66.72058264,0.45187066,7.126761618
normal,214.1946618,3285.225877,67.85393209,0.403314011,7.741748837
normal,221.971058,3254.421008,67.92112186,0.56040301,8.689417514
normal,221.5265582,3219.899915,65.98509221,0.617366539,7.197973034
normal,216.0355434,3187.046935,68.9037635,0.528333189,8.095185718
normal,222.3704775,3302.241037,63.20862888,0.515234199,7.012375628
normal,214.8941255,3251.389336,65.21983272,0.576882543,7.408600709
normal,216.3351756,3276.713968,66.0540462,0.622690062,8.949668504
normal,212.5753243,3245.944918,64.79857648,0.478592836,8.869032662
normal,207.1531543,3295.128725,69.98936549,0.389861201,7.117531794
normal,218.2695498,3251.502456,64.38919401,0.64876821,9.148139948
normal,212.3312892,3235.974489,68.41768453,0.375690997,7.184124531
normal,210.373674,3233.981055,71.51386281,0.375868438,7.940765423
normal,215.4414297,3275.977136,69.78744646,0.517528756,8.667325767
normal,216.3321135,3231.978472,66.13161244,0.461394448,7.219988015
normal,211.5163467,3254.312372,69.03072196,0.450690929,6.437398443
normal,215.9042999,3291.229837,68.23120714,0.633178115,7.322329737
normal,210.2049762,3242.456959,68.99226178,0.520209483,8.989041995
normal,214.8088851,3299.456946,68.19897219,0.63609138,7.594676043
normal,218.6269812,3224.588009,68.42375289,0.672862249,6.833733475
normal,218.2105668,3227.185368,68.26460492,0.488596863,7.574792003
normal,213.4603964,3206.751421,65.9686191,0.725140823,8.56620472
normal,220.5851129,3334.89142,65.4881747,0.414649106,7.032084864
normal,220.7783135,3296.062961,69.74896245,0.483844984,9.102455003
normal,220.9995928,3268.79459,71.11127468,0.495924317,7.675870659
normal,213.0168495,3270.583464,61.77841012,0.460047106,8.199787276
normal,216.7840776,3234.006083,69.58160389,0.429200274,8.008872098
normal,221.0211625,3194.802799,67.03841261,0.48779282,8.076091344
normal,212.7468093,3295.564929,72.4650553,0.607085441,7.392404858
normal,209.7947653,3250.601214,68.86706458,0.572861396,7.271346389
normal,225.1606,3268.834196,65.70250688,0.522199912,8.855035388
normal,214.8596578,3281.052224,71.21930698,0.535731349,6.24652212
